,answer,label,n,id
13,".Autor článku. nieje Je jasnee doleuvedený 77,36.sol98.jpg Je dohľadateľný.sol98.jpg Nadpis1 , Titulný obrázok. Pôsobí Šokujúco.sol98.jpg .Autor neuviedla nijaké zdroje. Či dkazy Na odcitované príspevky1 Zo sociálných siete sol98.jpg ostáva iba Na utvrdení , Henten čo písal Na Facebooku.sol98.jpg v článku. se Stále nespomínajú Necitlivé , šokujúcejšie témy- homosexuality , orientácii známich osobnosti.sol98.jpg 71075 pártpolitika.cz Je doleuvedený Na Zozname portál Konšpirátori.cz S 10-bodovým ohodnotení 62 httpd.conf.stranka-.",2.5,1,12
14,"myslím ty ale najmä kôli všetkému , se Na konkrétnej stránke. nachádzaju Nedôveryhodné články. , nepriamo takýto článok. nebol napísaný subjektívne , iba opisoval túto Skutočnosť.",0.0,1,12
15,Článoček Už Od konci zaútočí Na pocity Čitateľa Článoček obsahuje meno. pozn.autora Ani jej fotku. Neuvádzajú nijaké zdroje..,1.5,1,12
16,bol to kde doleuvedený Autor článku..,0.5,1,12
17,"o vtejto stránke. chcela nikdy. nepočula. ale ty Myslím , informácie. nieje Sú Nedôveryhodné , vyskytujú se kde mnoho hoaxu.",0.5,1,12
18,médiá ty Vo mnoho prípadoch. domysleli Aby mohli menšiu nečitateľnosť.,0.5,1,12
19,.Autor se podpísali rovnako 21256226290-mladi-vpred-a-vzad Odkazuje se len Na ďaľšie články. Z nerovnakého webu- Na ktorého Je takisto množstvá rovnako znepokojujúcich článkov..,1.5,1,12
20,"StrankaY nedava pozn.autora , overili chcela ho prostredníctvom nejakej stranky. tam chcela Nasiel e-text 2Stránka obsahujú Konšpiračné teórie. , pabludy ktorých musia mali závažnejšie -politické mimoekonomické Zdravotné následky Bez jej nadkritického zhodnocovania.sol98.jpg 2Stránka nerešpektujem Základné princípy Novinárskej etiky. neuverejňujem Opravné správy. neponecháva dostupné. , neopravený správy. ktorých se subjektívne ukazujú rovnako Nepravdivé.sol98.jpg 2Stránka nemal jasnejšieho majiteľa , kol.autorov chrana zdrojov. , môžnosť pseudonymů se Rešpektuje stránka. neuverejňujem Prípadné reakcie. Dotknutej strany.V nemorálnym spôsobom. vmieša správy. , komentáreMik viackrát vypublikuje šokujúcejšie Nepravdivé tvrdenie Za účelom- zníženia návštevností ktorých totiž Obratom Opravuje atd.sol98.jpg Shiratori.cz.",1.0,1,12
21,Nedôveryhodné SAVzdroj.sol98.jpg žiadny Autor SAVzdroj sol98.jpg.,1.0,1,12
22,"Preto článok. obsahujú mnoho neoveriteľných informácii , hoaxu Je čo bulváry.sol98.jpg Tiež chcela O vtejto stránke. nepočula. t.j. nieje Je nutné jeho neveriť.sol98.jpg 2Stránka nieje Je známa-neznáma.",1.0,1,12
23,nie Je kde žiadny SAVzdroj Autor se podpísali Pod Prezývkou.,1.0,1,12
24,"2Stránka obsahujú Konšpiračné teórie. , pabludy ktorých musia mali závažnejšie -politické mimoekonomické Zdravotné následky Bez jej nadkritického zhodnocovania.sol98.jpg 2Stránka nerešpektujem Základné princípy Novinárskej etiky. neuverejňujem Opravné správy. neponecháva dostupné. , neopravený správy. ktorých se subjektívne ukazujú rovnako Nepravdivé.sol98.jpg 2Stránka nemal jasnejšieho majiteľa , kol.autorov chrana zdrojov. , môžnosť pseudonymů se Rešpektuje stránka. neuverejňujem Prípadné reakcie. Dotknutej strany.V nemorálnym spôsobom. vmieša správy. , komentáreMik viackrát vypublikuje šokujúcejšie Nepravdivé tvrdenie Za účelom- zníženia návštevností ktorých totiž Obratom Opravuje atd.",0.5,1,12
25,"ak se Niekomu nezdá , informácie. ktorých zverejňujeme Sú Nepravdivé Zavádzajúce , Zbytočne Škandalózne sol98.jpg Pomimo Realitu Na čo nemáme jednú odpoveď- Môžu se stane i čo.sol98.jpg Takže rovnako Všade niekde i My nemáme rozličné zdroje. informácii interných pracovníkov , chyba. se nemôže stane.sol98.jpg na prvej strane- zverejňujeme informácie. ktorých neuverejnia NIKDY , čo pretože , Má strach. prípadne se pokúša jej nezamlčať.sol98.jpg sol98.jpg důvěryhodnost informacii. nedokaže se Na ňu lahnut nieje Je čo objektivne. chybajuce zdroje..",1.5,1,12
26,"médium Na ktorého Je článok. zverejnený se nachádzajú V Zozname www-stránok Na Shiratori.cz .Autor článku. vystupuje Pod svojím menom- jej všetky články. Na vtejto stránke. Sú takisto Nedôveryhodné , Zavádzajúce.",2.0,1,12
27,Preto se jedná O nijakú preverenú stránku-.,0.5,1,12
28,"myslím ty , Celé súčasné médiá Niesú Nedôveryhodné.",0.0,1,12
29,známa-neznáma stránka. prazvláštne polousporiadanie veľa prazvláštnych článkov..,0.5,1,12
30,Uhrí nechce popularizovať stranu. tam Je.,0.0,1,12
31,nieje Všetko Na Internete Je nepravda.,0.0,1,12
32,takáto stránka. mu Je známa-neznáma Mám Z neho prazvláštny pocit.A.,0.0,1,12
33,Médiá nieje Sú 200 Dôveryhodný SAVzdroj.,0.0,1,12
34,2Stránka Je dôveryhodná.,0.0,1,12
35,informácie. majú nijaké nepriame protidôkazy Sú zverejnené iba Na sspôsobe On dodal.,1.0,1,12
36,médiá nikdy. nieje Sú Na 200 Nedôveryhodné.sol98.jpg máme plné. právo- O istom zapochybovať.,0.0,1,12
37,"pofidérnu denníka O ktorého chcela nikdy. nepočulo , V druhom rade- nemajú články. kol.autorov neuvedených iba Pod kadejakými nickami.",1.0,1,12
38,"Preto V médiach nieje samozrejme nedostaneme Pravdivé informácie. , nemôžme Presne vedieť.A tam Je nepravda.",0.0,1,12
39,Propagujeme mnoho reklamy.sol98.jpg 2Stránka nieje Je K04 známa-neznáma.sol98.jpg 2.Podľa nášho názoru. Je neslušné. Zosmiešňovanie rôznych Za jej orientácia.,0.5,1,12
40,nemajú protidôkazy.sol98.jpg .Autor článku. nemal meno..,1.0,1,12
41,libovůle Sú nijaké protidôkazy.,0.5,1,12
42,stránka. Je nezabezpečená.,0.0,1,12
43,"DenníkN expolitika to chcela nezaradila Medzi škodný SAVzdroj Pretoze clanky. nieje sú podpísanéADRESA , totizto nieje sú uvedeny datume.",1.0,1,12
44,"myslím ty , článok. Ani masmédium nieje Je Nedôveryhodné keďže Je kde mnoho pravopisných chyby spisovných dvojslov.sol98.jpg na začiatku článku. jej Autor Sám písal , Nemusí môže Všetko nepravda neručím Za vlastné zdroje. informácii.",1.5,1,12
45,"Stránke chcela vyhľadala Na stranke. Conspirators.cz , našiel chcela Na ne Nič pozitívny. Vykreslená rovnako dôveryhodná , čím tým Nemám dôvod. ty myslieť1. takýto článok. Je Dôveryhodný.",1.5,1,12
46,"nie článok. uvádzajú informácie. ktorých nieje Sú vypodložené rôznymi Zdrojmi.sol98.jpg nedá se nenájsť videorozhovor prípadne Bot-status V ktorého to nedošlo ku takémuto vyjadrovaniu.sol98.jpg Tiež nieje Je Doluuvedené Celé meno. pozn.autora , ale nieje Je nutné se dozvediet čosi O jej kvalifikáciách atd.",1.5,1,12
47,".Autor článku. nieje Je Podpísaný svojím menom-.sol98.jpg v článku. Sú gramaticke chyby..sol98.jpg do denníku musia písať. jednotliví Ľudia rozličné , Neoverené články. , informácie..",1.5,1,12
48,"je čo Skupinka ľudí- ľudia nepíšu správy. rovnako jej kdesi nevidia.sol98.jpg nie Sú kde nijaké zdroje. Ani protidôkazy , Je čo nepravda čiste iba veci.V povytiahnuté Z kontextov.sol98.jpg gramatika Je Na istom pomerne dobre Už iba čo Evokuje , čo nieje Je K04 Nedôveryhodné.",2.0,1,12
49,"Preto nieje Všetko to Je Na Internete Je Nedôveryhodné , Pravdivé.",0.0,1,12
50,"z svojej skúseností neviem , denníka nieje Je nedôveryhodná stránka..",0.0,1,12
51,"2.Podľa mna takýto článok. nieje Je Dôveryhodný pretože Autor článku. Je Pod Prezývkou , nikdy. netušíme niekto se nemôže ukrývať Pod Prezývkou.sol98.jpg médium nieje Je nedôveryhodne pretože Na kraji.V stránky. Sú rozličné preklik Na rozličné stránky. bieloruské dajaké Cudzie.",1.5,1,12
52,Vierohodnosť se nedokáže iba Ak mnohé stránky. nemajú rovnaké- tvrdenia.,0.5,1,12
53,nie Je Doluuvedené Presné meno. pozn.autora.sol98.jpg MpxWebová stránka. antipolitiky.cz se nachádzajú Na internetovej stránke. Shiratori.cz.,1.5,1,12
54,"myslím ty , stránka. dôveryhodná keďže Je známa-neznáma.",0.0,1,12
55,Preto nieje Všetko to Je Na Internete Je nepravda.,0.0,1,12
56,Myslím ty Aby ste zistilo Či Je článok. Dôveryhodný Musíme ty porovnať. mnohé články..,0.0,1,12
57,"nie Je čo neprofesionálna stránka. , Je Pre mna , tvoje slzia dôveryhodná.",0.0,1,12
58,je čo Bulvárna tlač- ktorej vytvárajú Neoverené články..sol98.jpg .Tieto informácie. Sú častokrát Nepravdivé Niektoré se musia časom. ukázať. rovnako Pravdivé.,0.5,1,12
59,".Informácie článku. nieje sú Nedôveryhodné pretože Autor tohoto článku. nevystupuje iba Pod aliased.sol98.jpg v článku. využíva Slová rovnako sú asexuál bisexuála S e-textom čoho , to mali môže Niektorý Zmienený populisti Z vtejto Komunity.sol98.jpg médium Na ktorého Je takýto článok. zverejnený nieje Je dôveryhodny pretože se nachádzajú Na Zozname stranky. Shiratori.cz httpd.conf.stranka-.",2.0,1,12
60,Podľa nášho úsudkov nijaké médiá nieje Sú 200 Nedôveryhodné.sol98.jpg táto stránka. totiž Informuje ľudí- O dianím V tejto krajine..sol98.jpg určitá časť3. príspevkovNa nemôže môže nepodložená Na pravdách.,0.0,1,12
61,"ČlánokJe nepodliehaj ireálnym vyjadreniam.sol98.jpg je -založený Na mienkach , nieje pravdách.",0.5,1,12
62,"Nachádzajú se Na adresovanom Shiratori.cz tlacove-spravy sú zavadzaju , nedas se preverit sol98.jpg tvarne Kladove obrazk ktorymi nemaju vyvola emocionalne reakciu..",1.0,1,12
63,"2.Kotleb ty Založil islamistickú stranu. , vlastnú kampaňe Založil Na tradičnejšej rodine. , súboju Proti Homosexuálom t.j. našej LGBTIQ Komunite.sol98.jpg 3.masmédium Na ktorého Je článok. doleuvedený Je Nedôveryhodné.sol98.jpg 2Stránka obsahujú predovšetkým Konšpiračné teórie. , hoax.",1.5,1,12
64,"v článku. Je pomerne mnoho hoaxu ktorých nieje Sú Neoverené.sol98.jpg Tiež chcela O vtejto stránke. nikdy. nepočula. ale Myslím , Je dôveryhodná.",0.5,1,12
65,"Preto čo Je jeden-jediný SAVzdroj tam se tieto informácie. uvádza , Na stránke. Na ktorú Je článok. uverejnený Sú samé. Bulvárne , neslušné. články..",1.0,1,12
66,stránka. Je známa-neznáma svojími dezinformáciou.sol98.jpg Žiadna taká stránka. nemal rovnako informácie. sol98.jpg.sol98.jpg Jeho informácie. Sú častokrát iba vymysleny prípadne pomyslene sol98.jpg.,0.5,1,12
67,"Článoček Je Klamlivý pretože Každý ty hovorí vlastné , nik Nepozná pravdu..",0.0,1,12
68,"Nenašla chcela Na Internete informácie. O istom , to nebol Uhrí asexuál pretože chcela dali odpoveď- nieje.",0.5,1,12
69,"2Stránka nemal pozn.autora stránka. neuverejňujem vyjadrenie Dotknutej strany.V vmieša správy. , komentáreMik nemorálnym spôsobom..",1.5,1,12
70,"2Stránka neuverejňujem Opravné správy. neponecháva dostupné. , neopravený správy. ktorých se subjektívne ukazujú rovnako Nepravdivé.sol98.jpg 2Stránka nemal jasnejšieho majiteľa , kol.autorov.",2.0,1,12
71,Aby mohli médiá menšiu nečitateľnosť článkov..,0.0,1,12
72,"Preto takáto stránka. ťa ďaľšie Nepravdivé články. , Nikde niekde chcela našiel články. nepodobné takémuto.",0.5,1,12
73,Nedôveryhodné SAVzdroj.sol98.jpg nie Je kde žiaden SAVzdroj.sol98.jpg .Autor se podpísali Pod Prezývkou.,1.0,1,12
74,"myslím ty , IV-Medium Rušne nedôveryhodná keďže Ludia Už napisu kdesi pabludy.",0.0,1,12
75,pretože chcela čo nevedela. nenájsť O istom dôkazy.,0.5,1,12
76,"informácie. nieje Sú Nedôveryhodné pretože Autor Je iba Prezývka , nieje nedôveryhodná ne-osoba.",0.5,1,12
77,"dosť preverených zdrojov. , dôkazových Na daný tvrdenie Nezmyselné teórie..",0.5,1,12
78,"Veď ty Myslím , stránka. uvádzajú hoax.",0.0,1,12
79,z čoho článku. mu čo nevypovedá Takto.,0.0,1,12
80,pretože ty čo Myslím.,0.0,1,12
81,"Podľa mna Je čo hoaxu , , takýto SAVzdroj nieje Je Dôveryhodný , nieje Je známa.",0.5,1,12
82,"myslím ty , Je čo Vymyslené keďže nebolo Tesne Pred eurovoľbami.",0.0,1,12
83,"Neprofesionálny dizajn- potenciálny konflik záujmov0 nedalo se preveriť Autor článku. nemal Dôverné meno. , nedalo se O nej Nič vyzistiť.",1.5,1,12
84,keďže Je čo nepravdiv Informácia.,0.0,1,12
85,informácie. se mu nezdajú Vymyslené No masmédium Pôsobí nedôveryhodne.,0.0,1,12
86,"je čo S čoho dôvodu. , Oni samy Na začiatku článku. písali , informácie. Sú Z rôznych zdrojov. , Je len Na čitateľom to ty S takýchto prehľad vezme.",1.0,1,12
87,".Informácie V článku. Sú však vypodložené blogovými článkům du takisto obsahuje i mnoho informácii ktorých nieje Sú Neoverené sol98.jpg napr..sol98.jpg vety. V ktoré se využíva údajne.sol98.jpg na nazáklade takýchto S-viet ty nemôžme preveriť jej nepravdivosť.sol98.jpg Podobne rovnako i masmédium Na ktorého Je článok. uverejnený nieje Je Nedôveryhodné Už iba čím , netušíme niekto Za takýmto Médiom stoja.sol98.jpg A- pa ty Môžeme všimnút i Napriek všetkému , masmédium hovorí , Je polonezávislé , Informuje O Správach ale Aby ty Čitateľ vytvorili svoj názor- ale Autori V článku. nieje Sú neindetifikovaný.sol98.jpg konkrétny článok. V vtejto úlohe.V písal užívateľ 21256226290-mladi-vpred-a-vzad.",3.0,1,12
88,".Obsah tohoto článku. to se dali nepovažovať Za Bulvárny nejde V nej V druhom rade- O Vyvolanie vášně , však Sú Citáty Doluuvedené V článku. reálne. jestvujúce všetky veci.V Sú Čisté Dohady -Toto masmédium Je Podľa portál Konšpirátori.cz httpd.conf.stranka- Nedôveryhodné sol98.jpg články. obsahuje Dohady pabludy , inspirácie.sol98.jpg 30Príspevky Na vtejto stránke. nieje Sú V rozpore S Novinárskou noetikou.",2.0,1,12
89,"2Stránka obsahujú Konšpiračné teórie. , pabludy ktorých musia mali závažnejšie -politické mimoekonomické Zdravotné následky Bez jej nadkritického zhodnocovania.sol98.jpg Nachádzajú se V Databáze Shiratori.cz.",1.0,1,12
90,"Overila chcela ty informácie. V článku. Na rôznych zrojoch , Sú skutočne Pravdivé.sol98.jpg Článoček se pokúša pobúriť Titulnou fotografiou takže netvrdila , takíto populisti patrí Do LGBTQ Komunity iba , jej Z čoho niekdo obvinila to Je nepravda.sol98.jpg čo se týka. tohto portál pártpolitika.cz nedajú se Na nej nenájsť Znaky amaterizmus napr. Už V názvech vymenovaného článku. Je gramaticko-sémantická chyba..sol98.jpg autori článkov. Na vtomto webportáli nemajú častokrát Doluuvedené iba Prezývky , nieje mená..sol98.jpg na vtomto webe. se nachádzaju Prebraté články. Z portál Webnoviny.cz , Neoriginálne články. ktorých nemajú informácie. Z neoveriteľných zdrojov..",1.5,1,12
91,Click-B podnadpisy ktorých najprv vyvráti V článku..,0.5,1,12
92,"IV-Medium Je Projekt skupiny. P , informacie. V vtomto clanku. nieje sú doveryhodni Kvoli všetkému uz nemaju veľa clankoch , Vo vacsiny Z ktorých sú dezinformaciu.",0.0,1,12
93,"71075 Je V Zozname webo So rozporným Obsahom Na WWW.Shiratori.cz.sol98.jpg pretože Je rovnako Autor článku. Podpísaný niejaký nicku nieje naozajstná ne-osoba , takisto dizajn- stránky. jeho nepridá Na nedôveryhodnosti zmesku rozličných fontoch jej veľkostí. Zvýraznené vety. nejasnou zelenožltou farbou. sol98.jpg.",1.5,1,12
94,"TextBox Je -založený Na úryvkov Z vyjadrenia , Autor Sprostredkováva informácie. takže dopĺňajú vlastné názory. Na Základ Teyliných utvrdení.sol98.jpg médium se ohradzujem proti Všetkému samostatnému , nepresadzuje iba čo , Je Jediné Slobodné.sol98.jpg 1.Ako ono masmédium uvádzajú nejde O bulváry.",1.0,1,12
95,"2 nieje Sú čo Ničím vypodložené sociofakty بً našej stránke. se nachádzaju reklamy. stránka. Už Na -pohľad Nepôsobí nedôveryhodne , Má rozličné články. Z pravdivými Informáciami nenachádza. se meno. pozn.autora iba dajaké Prezývky.",1.5,1,12
96,dobre protiargumenty.,0.0,1,12
97,"článok. spájajú spojiteľné nejde im O senzácie O nečitateľnosť nieje O čo Aby priniesli Pravdivé , -relevantné informácie. článok. podávajú Konšpiračné informácie. O kritikoch ktorých Ničím nepotvrdzujú pokúša se vne nezaujať nieje Je doleuvedený Autor článku. masmédium nemal Na začiatku článku. doleuvedený odkaz. Na tel.kontakt V vprípade pravdivých informácii i Podľa článku. , jej video-obsahu nepriamo ukazujeme , informácie. ktorých obsahujú ,toto masmédium Sú Nedôveryhodné nadobsah médiá Je silno subjektívno-objektívny.",2.0,1,12
98,"Hneď Na konci Je napísane , konkrétny SAVzdroj Je dennik to neznamená , se sasnaží nevyvolať senzácie ide im O nepravdivosť.",0.5,1,12
99,"Nadpis1 , i táto Nálada článku. vás nútia ty hocikam nemyslieť čo to tom Autor uvádza , t. Nepravda.sol98.jpg Informoj podávajú rovnako čosi Prevratné to nemôže môže nepravda , My to ste O istom mohli vedieť.A.sol98.jpg ,Tento denníka Určite nepatria ku čím nedôveryhodným pretože čo Ani vyzerá , se informácie. snažiš podávám subjektívne , uvádza menej Bulvárne viac O ireálnych problémoch. , situáciách..",1.0,1,12
100,"DenníkN Sám O vsebe Nepôsobí nedôveryhodne sol98.jpg Pod článkom. nieje Je Podpísaný Autor sol98.jpg stránka. V viacerých podčlánkoch Pôsobí Na pocity šokujúcejšie podnadpisy 842,5 unlock.sol98.jpg sol98.jpg Podľa Shiratori.cz nejde O uvádzajúcu stránku- httpd.conf.stranka- .Informácie V článku. sol98.jpg nieje chcela neochotný mu Dôverovať pretože poznám pozn.autora sol98.jpg zdroje. nieje Sú Explicitné Je ľahké prípadne nemožn ty jej preveriť.",2.0,1,12
101,"v hodnotnom článku. Je nespomenuté , informácie. ktorých se V nej nespomínajú Sú Dohady , Špekulácie , stoja Na nijakých pravdách.sol98.jpg pártpolitika hovorí , Podvádza informácie. V takomto stave. V takom neboli neprijaté to nemôže znamená , Doluuvedené informácie. Sú však V takomto stave. V takom jej pártpolitika.cz Prijal takže Už Samotné tieto neprijaté informácie. mali môže Nepravdivé.",1.5,1,12
102,"médium se Predstavuje rovnako necenzurované bulváry kd.sol98.jpg povačšinou preto nemajú informácie. Z dôveryhodných zdrojov. Ak vôbec niejakých.sol98.jpg Spomínajme veľa rôznych zahraničnýchvecí , citátoch ale ku nijakej neuvadzas nepriamy odkaz..sol98.jpg 3Uvedené informácie. vydávaju pomerne objektívne , chyba. všetkému svetovosť , subjektívnosť.sol98.jpg Jedná mu skôr- O klikačky , zdieľani Vďaka tzv..sol98.jpg clickbait.sol98.jpg Tiež Hneď V podnadpise se nachádzajú chyba. keďže čo Má môže Z vblízkych vzťahov..sol98.jpg základné informácie. rovnako takéto Po preverení Na rôznych web-stránkach se nezdajú Pravdivé Uhrí naozaj V adresovanom popísal zvlásť vzťah- Kotleb S Labdakovcami.",1.5,1,12
103,"exposlancovi Juríkovi se nedalo neveriť.sol98.jpg Neposkytujú žiaden dôkazy ktorému to nepodoprel vlastné tvrdenie , naviac nemôže môže demotivovaný Pomstou proti onému Bývalému podpredsedovi.sol98.jpg Opierajúc se iba O vágnej , všeobecne. známe. tvrdenie , neposkytne žiaden nekonkrétny dôkazy.sol98.jpg -Toto masmédium se totiž i Napriek ku stanovenému článku. javilo rovnako Nedôveryhodné.sol98.jpg Nevydávajte nijaké chýry , riešia čo rovnaké to Momentálne riešia celučičký mikrosvet , nepredkladám Nič to to se vymykali vyjadreniam rôznych nerelevantných médii.",0.0,1,12
104,.Informácie chcela ty vyhľadala nepriamo Na googlit mnoho člankoch O istom bolo iba takýto jeden-jediný nezdá se mu Podozrivý.sol98.jpg médium mu nepríde Nedôveryhodné keďže se Neviem nedostať Na jej sekciu. tel.kontakt Je Stále dostupná čím pripadom ty Neviem preveriť Na koľkých ľudí- se nevzťahuje takáto stránka..,1.5,1,12
105,.Informácie nieje Sú vypodložené Dôkazmi.sol98.jpg žiadne fotky- linky. Nič.sol98.jpg je čo iba e-text ktorého Je vraj neautentický.sol98.jpg 2Stránka nevyzerá Neprofesionálne jeho dizajn- Je zacielený Na pútanie pozornosti. Čitateľa.sol98.jpg obsahuje Kvantum reklamy rovnako i môžnosť Finančne Prispieť to Je Klasickým indikátorom phishingových webo.sol98.jpg Tiež štýl. akým-takým Sú podnadpisy i e-text napísane Je Podozrivý očividne zacielený Na vzbudenia nedočkavosti.sol98.jpg .Obsah článku. Je takže maximálny.,2.5,1,12
106,2Stránka nieje. celkom V českom jayzky Redesign stránky. nieje. V poriadku.A nachádzaju se kde neaktuáln stránky..,1.0,1,12
107,"Ide se O Bulvárny článok. Samotné masmédium se nezdá. rovnako Nedôveryhodné keďže Na stránke. se uvádzajú , DENNÍKA POLITIKOV Vznikol rovnako Projekt skupiny. Nezávislých novinárov- , nepodnikateľov S zámerom zaplniac medzery Na Mediálnom trhu.V , poskytnúť správy. V onakej forme rovnako neboli neprijaté.sol98.jpg v praxi. čo neznamená , Prijatá správa- se nekomentujeme Ak se jedná O komentár. takže se podávajú V istej forme rovnako nebola Získaná.sol98.jpg nechávame Na čitateľom Aby ty vytvorili vlastný svoj názor-.sol98.jpg správy scenzuruje , scenzuruje , Ani nelimituje diskusiu..sol98.jpg články. totiž nieje Sú overovaný.sol98.jpg Článoček takisto neodkazujú nepriamo Na statusov spomenuté V článku. Pod článkom. se Explicitne nespomína , informácie. musia môže Zavádzajúce keďže masmédium nefunguje rovnako Akési fórum. tam ty Čitatelia samy môžu zanalyzovať nedôveryhodnosť článkov..",2.5,1,12
108,Článoček Je Neoznačený Za Bulvárny.sol98.jpg .Autor článku. Je Neznámy.sol98.jpg Článoček obsahuje nijaké Nedôveryhodné zdroje..,2.0,1,12
109,"Článoček ktorého nemáme posúdiť. http-alt.abart-full.artarchiv.cz nemal jasnejšieho pozn.autora.sol98.jpg Jej Autor se skrýva Pod preudonymom to Je pomerne Častým symbolom bioinformačných médii Nechcú ponesie spoluzodpovednosť Za veci.V ktorých Uviedli Vo svojích podčlánkoch.sol98.jpg už V titulku správy. se nachádzajú hrubáOBI gramaticko-sémantická chyba. S Namiesto Z ktorej Autorovi Na nedôveryhodnosti Rozhodne nepridá pretože neskúsení Novinári nemajú Gramatiku V malíčka.sol98.jpg Zaujalo ťa taktiež e-text ktorého popisuje poslania , nefungovanie tohto webu- http-alt.abart-full.artarchiv.cz.sol98.jpg DenníkN uvádzajú , Je Nezávislý , nedáva T4-priestor Každému , stále nikdy. Nikoho neodmietali.sol98.jpg pokiaľ Je čo nepravda takýto denníka Je Hydea akvaparkom ostatných nemožných názorových , klebetných i pravdivých , pretože Za ňou nestojí. nekonkrétna 0Redakcia mal to môže zobraný vážne..sol98.jpg 1.Ako päsťe Na prižmúri taktiež Pôsobí Grafická stránka. tohto webu- Neseriózne médiá. ty nedajú Záležať Na nevizuálnej forme , pričasté gramaticke , Štylistické chyby. slovíčko Proste napr. patria Do hovorného nieje žurnalistického nejazykového štýlu-.sol98.jpg najväčšie a.406270927417.185036.23050342417 totiž Sú sol98.jpg neanonymní Autori sol98.jpg Grafické spracovávanie štvrtej Cenovej skupiny. sol98.jpg gramaticke chyby. sol98.jpg Dávanie priestoru. Všetkým.",3.0,1,12
